train-AUCPR,val-AUCPR,train-AUROC,val-AUROC
1.0,0.759688,1.0,0.963304
1.0,0.759562,1.0,0.963275
1.0,0.759525,1.0,0.963254
1.0,0.759241,1.0,0.963191
1.0,0.759242,1.0,0.96323
1.0,0.759392,1.0,0.963239
1.0,0.759599,1.0,0.963233
1.0,0.759667,1.0,0.963242
1.0,0.759687,1.0,0.963218
1.0,0.759759,1.0,0.963252
1.0,0.759796,1.0,0.963282
1.0,0.760081,1.0,0.963315
1.0,0.760017,1.0,0.963335
1.0,0.760273,1.0,0.963386
1.0,0.760252,1.0,0.963377
1.0,0.760085,1.0,0.963303
1.0,0.76027,1.0,0.963337
1.0,0.760409,1.0,0.963353
1.0,0.760406,1.0,0.963343
1.0,0.760513,1.0,0.963332
1.0,0.76028,1.0,0.963356
1.0,0.760336,1.0,0.963321
1.0,0.760363,1.0,0.963314
1.0,0.760436,1.0,0.963333
1.0,0.760639,1.0,0.963335
1.0,0.760542,1.0,0.963328
1.0,0.76054,1.0,0.963309
1.0,0.760643,1.0,0.96332
1.0,0.760745,1.0,0.963319
1.0,0.760825,1.0,0.963339
1.0,0.76093,1.0,0.96331
1.0,0.761165,1.0,0.963318
1.0,0.760989,1.0,0.963272
1.0,0.761225,1.0,0.963266
1.0,0.761342,1.0,0.963331
1.0,0.761501,1.0,0.96337
1.0,0.761436,1.0,0.963374
1.0,0.761657,1.0,0.963372
1.0,0.761744,1.0,0.963419
1.0,0.761935,1.0,0.963424
1.0,0.761869,1.0,0.963435
1.0,0.761905,1.0,0.963439
1.0,0.762094,1.0,0.963484
1.0,0.7623,1.0,0.963479
1.0,0.76247,1.0,0.963512
1.0,0.762428,1.0,0.963524
1.0,0.762449,1.0,0.963497
1.0,0.762648,1.0,0.96349
1.0,0.762659,1.0,0.963469
1.0,0.76293,1.0,0.963521
1.0,0.7629,1.0,0.963541
1.0,0.762932,1.0,0.963588
1.0,0.762833,1.0,0.9636
1.0,0.76304,1.0,0.963609
1.0,0.762867,1.0,0.963563
1.0,0.762926,1.0,0.963573
1.0,0.762893,1.0,0.963549
1.0,0.762832,1.0,0.963545
1.0,0.762782,1.0,0.96352
1.0,0.762638,1.0,0.963491
1.0,0.762735,1.0,0.963481
1.0,0.762682,1.0,0.963444
1.0,0.762776,1.0,0.963459
1.0,0.762873,1.0,0.963454
1.0,0.762956,1.0,0.963484
1.0,0.762969,1.0,0.963505
1.0,0.763007,1.0,0.963553
1.0,0.762975,1.0,0.963519
1.0,0.76298,1.0,0.963492
1.0,0.762919,1.0,0.963481
1.0,0.762831,1.0,0.963452
1.0,0.762761,1.0,0.963449
1.0,0.762797,1.0,0.963467
1.0,0.762861,1.0,0.963477
1.0,0.762826,1.0,0.963478
1.0,0.762994,1.0,0.963458
